symbol,tier,entry_date,result,win,r_mult,hold_days,opportunity,bias,bias_score,rr,chase_pct,in_zone,risk_pct,dow,month
META,weak,2025-09-10,loss,0,-1.156,1,较佳入场,看多,21.0,1.0291970802919599,0.12969488241838523,False,1.886234543107795,2,9
META,weak,2025-09-16,win,1,1.347,2,较佳入场,强烈看多,59.0,1.513942816801964,0.7683659569426737,False,1.8528587117032345,1,9
META,weak,2025-09-23,loss,0,-1.151,1,较佳入场,看多,35.0,1.5846153846153759,0.058357461130564836,False,1.9485059051704279,1,9
META,weak,2025-10-21,win,1,0.926,4,较佳入场,看多,21.0,1.0842105263157926,-0.4687559229165861,True,1.9411240718123532,1,10
META,weak,2026-01-26,win,1,1.143,3,较佳入场,看多,41.0,1.2709959413050287,0.8476269258676394,False,2.412095158313076,0,1
META,weak,2026-02-05,loss,0,-1.098,6,较佳入场,看多,35.0,1.7212782145574381,0.17533386211241453,False,2.9763052155304535,3,2
META,weak,2026-07-06,loss,0,-1.098,3,可关注,中性,15.0,2.905949008498585,-0.7660836884469613,True,2.967184319001533,0,7
META,weak,2026-07-23,loss,0,-1.079,4,较佳入场,看多,33.0,1.5082922456297523,-0.18303047648392523,True,3.666935287844171,3,7
META,weak,2026-08-27,loss,0,-1.129,3,较佳入场,看多,37.0,1.781416603198805,-0.6963330951708868,True,2.2776159528252062,3,8
TSLA,weak,2024-12-30,loss,0,-1.057,2,较佳入场,看多,37.0,1.8870967741935485,1.6459848028137936,False,5.026228017829422,0,12
TSLA,weak,2025-06-03,loss,0,-1.069,1,较佳入场,看多,31.0,1.9426086956521746,1.7518342116470853,False,4.147432125464753,1,6
TSLA,weak,2025-06-24,loss,0,-1.061,1,较佳入场,看多,33.0,1.647811848764509,2.652572401384057,False,4.715444694056947,1,6
TSLA,weak,2025-07-21,loss,0,-1.078,1,较佳入场,强烈看多,75.0,1.0120433560818884,1.659109352232524,False,3.7245814076945125,0,7
TSLA,weak,2025-08-08,win,1,1.002,1,较佳入场,看多,37.0,1.0970966206568398,-0.7881079291715998,True,3.2682077713252107,4,8
TSLA,weak,2025-08-15,loss,0,-1.085,3,较佳入场,看多,41.0,2.0709621245102254,1.7957855282004553,False,3.4013504339983536,4,8
TSLA,weak,2025-08-25,loss,0,-1.106,5,较佳入场,强烈看多,67.0,2.3013993541442357,2.5949759408662842,False,2.7412216486606407,0,8
TSLA,weak,2025-09-05,win,1,1.152,4,较佳入场,看多,27.0,1.2521859180855914,-0.9595977943018474,True,3.1221264367816115,4,9
TSLA,weak,2025-10-06,loss,0,-1.077,4,较佳入场,看多,27.0,1.9852187028657649,1.4898910493638118,False,3.76063528077141,0,10
TSLA,weak,2025-10-28,loss,0,-1.075,7,较佳入场,强烈看多,47.0,1.1061340941512168,0.8605344720292507,False,3.8535115983640256,1,10
TSLA,weak,2025-12-03,win,1,0.986,1,可关注,看多,29.0,1.0712241653418126,-0.8637834924534626,True,3.639203836584274,2,12
TSLA,weak,2025-12-29,loss,0,-1.086,2,较佳入场,强烈看多,47.0,1.8375314861460967,1.1451443011869067,False,3.3859275053304896,0,12
TSLA,weak,2026-02-12,loss,0,-1.136,1,较佳入场,看多,29.0,1.7972027972028095,-0.7347512948099655,True,2.1601209072011605,3,2
TSLA,weak,2026-02-26,loss,0,-1.135,1,较佳入场,看多,21.0,1.3272120200333966,-0.6923475776249965,True,2.168090272881269,3,2
TSLA,weak,2026-04-29,win,1,1.313,2,观望,看多,21.0,1.4079320113314413,-0.7758103721575149,True,3.291156153669752,2,4
